time,Gas_profileA
00:00,0.5882630136666667
00:05,0.5949203371333333
00:10,0.6048153234
00:15,0.6182511432
00:20,0.6187878074000001
00:25,0.6201299592
00:30,0.6215913128666667
00:35,0.6060625741333333
00:40,0.6058488397999999
00:45,0.6122865474666667
00:50,0.6079583913333334
00:55,0.594683122
01:00,0.5951826450000001
01:05,0.5944927424
01:10,0.594012913
01:15,0.593568854
01:20,0.5903426002
01:25,0.586820597
01:30,0.5827756834000001
01:35,0.5806360244000001
01:40,0.5837216778000001
01:45,0.5921402854
01:50,0.602560171
01:55,0.6075281222
02:00,0.6035819582666667
02:05,0.6051549423333333
02:10,0.607390785
02:15,0.6103614856666667
02:20,0.6144356089333334
02:25,0.6160446814
02:30,0.6126499069333333
02:35,0.6090865906666666
02:40,0.6122530552
02:45,0.6143059416
02:50,0.6179187852
02:55,0.6195513054
03:00,0.6163907094000001
03:05,0.6144368584
03:10,0.616777266
03:15,0.6248711468
03:20,0.6309756724000001
03:25,0.6271849826
03:30,0.6227065710666666
03:35,0.6246966039333334
03:40,0.6270220642
03:45,0.6310690510666667
03:50,0.6358201701333334
03:55,0.6370131042
04:00,0.6366851802
04:05,0.6352481315999999
04:10,0.6375257854
04:15,0.6396990547333333
04:20,0.6445386742666667
04:25,0.6516824802000001
04:30,0.6557987002
04:35,0.6584107518
04:40,0.6628253532
04:45,0.6645510868666668
04:50,0.6640940801333334
04:55,0.670457495
05:00,0.6841130458666667
05:05,0.6952354955333334
05:10,0.6973320542
05:15,0.6948158142
05:20,0.6937398602
05:25,0.6966380306000001
05:30,0.7032773965333334
05:35,0.7077550970666666
05:40,0.7084169462000001
05:45,0.7094959242
05:50,0.7143780131999999
05:55,0.7241282341999999
06:00,0.7464389302
06:05,0.7824132396000001
06:10,0.8192978258
06:15,0.8400689689333334
06:20,0.8452142210666667
06:25,0.8535943537999999
06:30,0.8588576158000001
06:35,0.8642678256
06:40,0.8679057718000001
06:45,0.8686631864666667
06:50,0.8758754479333334
06:55,0.8842406998
07:00,0.8948792726000001
07:05,0.9223915542000001
07:10,0.9429499659999999
07:15,0.9496272213333332
07:20,0.9519294262666665
07:25,0.9529958562
07:30,0.9607092349333334
07:35,0.9608868746666668
07:40,0.9522593239999999
07:45,0.9560907213333334
07:50,0.9762521018666668
07:55,0.9926513849999999
08:00,0.9904767202666667
08:05,0.9903875549333334
08:10,0.993559569
08:15,0.9985815137999999
08:20,0.9988254696000001
08:25,0.9952499046
08:30,0.9951757193333334
08:35,0.9928765450666667
08:40,0.9883596582
08:45,0.9879417916
08:50,0.9856747582000001
08:55,0.9833519560000001
09:00,0.9783462012666668
09:05,0.9683540187333334
09:10,0.9668999886
09:15,0.9656693243333333
09:20,0.9641156144666667
09:25,0.9651004884000001
09:30,0.9748055686666666
09:35,0.9783674823333334
09:40,0.972405159
09:45,0.9659701046666666
09:50,0.9634828957333333
09:55,0.9632107866
10:00,0.9635424456666668
10:05,0.9601962679333333
10:10,0.9538991352
10:15,0.9480373160666666
10:20,0.9426748793333333
10:25,0.9414895017999999
10:30,0.9419059531333334
10:35,0.9353633898666667
10:40,0.9288296396
10:45,0.9188793014
10:50,0.9130011852
10:55,0.9082978928
11:00,0.9056923544666666
11:05,0.9040516057333333
11:10,0.8900410418
11:15,0.8750410167333333
11:20,0.8687435388666668
11:25,0.8729182592000001
11:30,0.8871123983333333
11:35,0.8865993382666666
11:40,0.8824774086
11:45,0.8802797280666667
11:50,0.8850791251333334
11:55,0.8851746842000001
12:00,0.8819259397333333
12:05,0.8724040692666666
12:10,0.8593294962
12:15,0.8425357674
12:20,0.8290889339999999
12:25,0.8184421800000001
12:30,0.8106254465333332
12:35,0.8065180920666666
12:40,0.8040730998000001
12:45,0.8024896946666666
12:50,0.7960782939333333
12:55,0.7852490152
13:00,0.7849999951333333
13:05,0.7781469082666667
13:10,0.775471279
13:15,0.7783171306666666
13:20,0.7783054197333332
13:25,0.7766529606
13:30,0.7736416456
13:35,0.7710522308
13:40,0.766976074
13:45,0.7620575173999999
13:50,0.7634772066
13:55,0.764567749
14:00,0.7667039252000001
14:05,0.7664925890000001
14:10,0.7598981258
14:15,0.7545297006
14:20,0.7533434598000001
14:25,0.7517665809999999
14:30,0.7480068168
14:35,0.7436548355999999
14:40,0.7409141732
14:45,0.7394606154
14:50,0.7362338366
14:55,0.7257238014
15:00,0.7208048130666667
15:05,0.7158903301333334
15:10,0.7077333106
15:15,0.698311439
15:20,0.6890475004000001
15:25,0.6788548216
15:30,0.6730023735999999
15:35,0.6674293452000001
15:40,0.6675414334
15:45,0.6661949192000001
15:50,0.6636921443999999
15:55,0.6610762381999999
16:00,0.6585800171333334
16:05,0.6527847132666666
16:10,0.6423356172
16:15,0.6400791913333334
16:20,0.6386783106666667
16:25,0.6355062034000001
16:30,0.6321219296666667
16:35,0.6317483863333334
16:40,0.6317400585999999
16:45,0.6320715913333333
16:50,0.6314186946666667
16:55,0.6326669248
17:00,0.63532756
17:05,0.6355328546
17:10,0.6359944402
17:15,0.6376050082
17:20,0.6359797587999999
17:25,0.6371367032
17:30,0.6357468096
17:35,0.6364017796000001
17:40,0.6371910961999999
17:45,0.6334714947333333
17:50,0.6322750846666667
17:55,0.6318492622
18:00,0.631587309
18:05,0.633068708
18:10,0.6391270754
18:15,0.6459463340666667
18:20,0.6450399179333333
18:25,0.6402214062
18:30,0.6353638017333333
18:35,0.6308579144666666
18:40,0.6254000182
18:45,0.6253390660666667
18:50,0.6284112477333333
18:55,0.6365294136
19:00,0.6631534966666667
19:05,0.6811680063333333
19:10,0.6872940786
19:15,0.6783098993333334
19:20,0.6605042396666667
19:25,0.635279422
19:30,0.6063967059333334
19:35,0.5921972230666667
19:40,0.583554951
19:45,0.578690581
19:50,0.570754069
19:55,0.5669486782
20:00,0.5724474823333333
20:05,0.5815973448666666
20:10,0.5875615157999999
20:15,0.5880175582
20:20,0.5807083284
20:25,0.5682935974000001
20:30,0.5612572676
20:35,0.5617160024000001
20:40,0.5639597808
20:45,0.5622411450666667
20:50,0.5563384117333333
20:55,0.5487099516
21:00,0.5479814746666667
21:05,0.5503676479333334
21:10,0.5483386352
21:15,0.5476928433333333
21:20,0.5457670922666666
21:25,0.5457128992
21:30,0.5437399999333333
21:35,0.5369360946666667
21:40,0.5256677344
21:45,0.5204303792
21:50,0.5127529762
21:55,0.5032763526
22:00,0.5008134824
22:05,0.507229794
22:10,0.509219495
22:15,0.5089580468
22:20,0.5099391329999999
22:25,0.511772575
22:30,0.5115877903333332
22:35,0.5045641812666666
22:40,0.49308299619999996
22:45,0.48878591253333337
22:50,0.48790018626666665
22:55,0.48899779379999997
23:00,0.49641450586666663
23:05,0.5016754947333333
23:10,0.5006198916
23:15,0.4929748688666667
23:20,0.4908516857333334
23:25,0.4862528844
23:30,0.48407992159999996
23:35,0.4844244472
23:40,0.4817057446
23:45,0.47473938566666674
23:50,0.4706414559333333
23:55,0.467905612
